tweet_preprocessed;label
cuma ga tau nama moderator ga heboh bahas;Negatif
politik dinamis fleksibel realistis masuk akal mungkin kondisi lihat sekarang kawan lawan abadi penting wujud makmur daerah;Positif
pasang calon gubernur wakil gubernur jakarta nomor urut ridwan kamilsuswono papar jumlah program atas masalah polusi udara jakarta;Positif
bagaimana cara atas problem marak jomblo jomblo;Netral
terus rangka belanja masalah kali mas pram sapa warga pejaten timur rumah sarwono kawasan pasar minggu jakarta selatan;Positif
saking gak ide pasang ridwan kamil suswono sampesampe keluar narasi sampah;Negatif
pagi gaesss semangat allhamdulillah smpe ancol nih;Positif
mas asal ngomong terus malu sama;Negatif
cek dulu fakta baru kejangkejang kemudian;Negatif
pramono anung dengar aspirasi generasi muda jakarta usaha wujud ingin kenal ikonikon baru dunia olahraga pasti suara dengar harga;Positif
wah wah pak anies baswedan mas pram n bang doel satu jakarta lebih baik belah kapan nih ketemu pak anies baswedan yaaa sri mulyani ppn aliando;Positif
jakarta panggil jangan lewat debat perdana pilkada jakarta minggu oktober wib live inews election center;Positif
riuh ombak debat pilgub dki sepi bener mata najwa live ratarata cuma k padahal pas pilpres realtime nembus juta rakyat mulai capek dana kampenye parpol mulai boncos;Negatif
top mention masuk hampir semua milih ganjar paling mantep sesi pertama;Positif
ayo warga jakarta ramai bareng kampanye akhir mas pram bang doel gelar november stadion madya gbk mulai jam wib ayo bikin sama jangan lupa yeeee;Positif
ntah iming ntah siapa kasih muncul pilgub dki soal pak anies kan dukung pak prabowo gerindra pas waktu jadi bingung debat soal intoleransi bahas mg;Negatif
umpan kail kolam;Netral
semalem nontonnya jadi seru;Positif
mas pram masuk kampus diskusi bareng akademisi unj tunjuk visi misi matang jakarta coblos nomor yuk;Positif
rame path pas habis debat pilgub dki ahy sama ibu sylvi ahy blunder atas tanya moderator;Negatif
cawagub jakarta nomor urut rano karno sebut ada spbu apung pulau ribu solusi transportasi antar pulau pulau ribu;Positif
elektabilitas pramdoel terus naik jaga suara pramdoel pilkada jakarta jadi parameter pilih rasional anies kaesang savesaidsidu ayu ting ting nite;Positif
dukung makin alir mas pram bang doel bahkan politis nasdem gabung kim dukung mas pram bang doel rekam jejak jelas bukan tuk imajinasi;Positif
pasang rido hati projo rido pasang berapa cakeeeeppp jakarta jangan pilih org duga libat masalah ribet urus ntar mas pram bang doel pilih tepat ndak pake ribet daaah;Positif
bang doel sama mas pramono anung terus usaha sisa masa kampanye terus serap aspirasi sampai visi misi masyarakat jakarta nyala menang satu putar kaga ribet dah;Positif
bapak anies bukan dulu dekat sby biar presiden eh gagal malah dekat jokowi biar jadi menteri lucu pak;Negatif
duh mpok sylvi tanya sulit;Negatif
pramono anung tegas tata kota jakarta laku instan dekat realistis tunjuk paham kompleksitas masalah kota;Positif
salam;Netral
cagub jakarta nomor urut pramono anung tanggap doa sampai cagub jakarta nomor urut dharma kun jadi presiden pramono kata diri maju pilkada saksi;Positif
lanjut program gubernur belum mas pram bang doel lanjut contract farming strategi dapat pangan lokal saing provinsi atas lonjak harga pangan;Positif
paslon memaparkn visi misi smw it gampng sprti mmbalikn tlapak tangnjnji byangn;Netral
tiga pasang calon saling serang gagas ekonomi sejahtera sosial siapa gagas baik masingmasing calon detikers ikan alas mu kolom komentar baca lengkap;Negatif
urus data perhati ridwan kamil;Netral
nyala mas pramkoe;Positif
mas pram bang doel siap debat;Positif
bukan aniessandi nama klw bukan salah data misleading data;Negatif
nonton pal debat dki jakarta makan pisang goreng dingin biar kepala tetap dingin;Positif
warga jakarta hidup desak an semua pindah ikn;Negatif
ahok atas macet bukan sekadar bangun jalan;Negatif
janji pramono anung ganda insentif kader jumantik posyandu langkah nyata dukung kerja keras rawan tunjuk apresiasi tinggi kontribusi;Positif
cagub dki cuma pasang nyata;Positif
ibarat serang orang pake orang bukan sendiri;Negatif
touring demokrasi road to november sosialisasi pilkada serentak  yuk baca lengkap paham lebih rangkai lalu taut bawah;Positif
lihat debat pilgub makin yakin buat milih paslon mana february;Positif
nihh;Netral
nyok nyok nyok nyahoook iyaaa emang kira mudah mbojongi warga jakarta elu jual gu beli nyooookkk;Positif
paling tarik saksi debat ibu terjemah bahasa isyarat pojok layar penuh semangat;Positif
prestasi bang doel lama banten sih;Netral
mohon tenangmohon tenangkt lanjut paslon ikut kt sepakat tk tertib panjang acara;Negatif
banyak gagal move on si mbak moderator kemarinsemoga kpud tangkap aspirasi;Positif
pramono anung rencana atas banjir lokal cipete manfaat bijak bukti efektif belum kuat pasu oranye bangun sumur resap pramono tunjuk paham butuh masyarakat jakarta;Positif
bang doel terbaikkoe;Positif
personil polisi kawal debat cagub malam;Netral
debat gokil;Positif
sebut bu cecep nama sama ibu awi;Netral
ahok nilai debat perdana cenderung bangun opini keliru;Negatif
hamba tuan;Negatif
anies sandi unt jakarta;Positif
rk peluk pramonorano usai saling serang debat pilkada jakarta kata timsesnya n;Positif
seru sambut mas pram bang doel debat tiga pilgub dki;Positif
debat perdana pilgub jakarta gelar minggu debat perdana usung tema kuat sumber daya manusia transformasi jakarta jadi kota global aas langkap;Positif
gas terus mas biar warga jakarta makin mantap pilih pramdoel calon gubernur jakarta pramono anung unjung sapa warga kawasan grogol selatan kebayoran lama jakarta selatan kamis;Positif
ahmad dan nonton bareng rumah lembang wow wow wkwkwk wadaw;Positif
pramono anung jawab harap emakemak beri inspirasi terus kontribusi masyarakat;Positif
fekaes kejang teh;Netral
perhati full ibuibu ikan asi ekslusif pir cara ridwan kamil;Netral
hasil survei smrc baru lihat kalau pramono anung rano karno unggul;Positif
jateng elektabilitas ahmad luthfi mlorot mulyono grombolan badut nya rame karnaval buat ngedongkrak popularitas cagub mantan kapolda jateng bgtu ridwan kamil mlorot jg elektabilitas nya ujug doi nungul muke gileee jkt tnp rk sampang madura;Netral
hey paslon gubernur ajang debat bukan jatuh paslon lain papar program kalian;Negatif
jozz ini sentimen psi publik ganjar pranowo bibit waluyo had prabowo;Positif
sedia air bersih warga jakarta ahok gabung pal pam;Positif
siapa pilih;Netral
yuk yuuk persen dikit menang satu putar ingat coblos no;Positif
sukak jwbannya mas ganjar setdknya karuan bsok hari;Positif
jelekin orang diri sendiri ga bagus;Negatif
pak kalau debatcagub babak enggak rangin main serang paslon fokus bahas solusi program sendiri;Negatif
rido menang guru sejahtera;Positif
soal kampung bayam mas siap selesai gaduh jadi gubernur langsung keluar pergub;Positif
rakyat cerdas pilih kerja nyata;Positif
pak eko tanya soal rob tata kota pak bibit jawab wewenang walikota;Netral
sok kang;Netral
anis baswedan lucu banget debat cagub dki mengadaada banget hahaha;Negatif
pramdoel kerja rakyat;Positif
tim rumus debat kandidat dua pasang calon komitmen;Netral
mas pram jadi calon gubernur pertama tiga calon sambang salah satu kampus gera indonesia laen kapan;Positif
gimanasih kang;Netral
mas prambang doel satu ahokers anak abah mas pram satu kuat jakarta mantap lah rawan ahoker anak abah dukung paslon no suzuki arab kevin dick arhan garuda nathan lisa jakarta bahrain asia rcti;Positif
cuma ajang review kerja ko ahok doang menang simpati belaka;Negatif
alexis ancam tutup anies langsung isu pindah atletico juventus psg;Negatif
moga debat kandidat cagubcawagubdki mba najwa shihab;Positif
anies metamorfosa mario teguhchairil anwar;Positif
agus yudhoyono kalo sempet google blt india sama brazil gagal woy pecat timses;Negatif
mabok oc begini nih;Negatif
hingga kini jawab tekateki misterius;Netral
pramono anung pasti didik jakarta akses semua kalang peduli latar belakang langkah sangat penting cipta tara;Positif
calon gubernur nomor urut mas pramono bang rano jadi satu dukung ahok dukung anies jos jepang japan mike tyson;Positif
komitmen agus terimakasih bekal kemimpinan militer mayor;Positif
paslon cagub cawagub nomor urut pilkada jakarta ridwan kamilsuswono tiba lokasi debat dua pilkada jakarta hari;Netral
pramono anungrano karno pasang cctv seluruh rtrw jakarta cctv rusak curi warga pramonorano janji tetap pasang cctv tetap lihat masalah;Positif
calon gubernur jakarta nomor urut pramono anung ajak warga jakarta hadir kampanye akbar akhir paslon pramonorano kampanye akbar gelar gbk november hadir warga jakarta seru;Positif
jangan salah pilih gubernur;Positif
janji tingkat insentif pramono anung tunjuk harga apresiasi kerja keras kaderkader lapang motivasi kontribusi lebih banyak;Positif
pok silpi pake kylie jenner lipkit kayak;Netral
nista suswono punya hak imunitas cawagub pilkada jakarta kasus alm arswendo atmowilopo laku polling orang populer akibat nista nabi jerat tahun sama prakar;Negatif
calon wakil gubernur jakarta nomor urut suswono kata generasi gen perlu khawatir kait minim lapang kerja turut pasang ridwan kamilsuswono cipta banyak lapang kerja gen saksi;Positif
mana mungkin jenderal badan kekar otot kalah sama irjen letoyyy ngondek doyan wedok;Negatif
paling hibur pak dharma bicara lupa punya angsur p dapse;Netral
cagub jakarta nomor urut dharma pongrekun sebut daya rumput laut pulau ribu jadi bioenergi;Positif
warga jakarta partisipasi saksi debat tiga pilgub dki jakarta tahun komisi pilih umum kpu provinsi dki jakarta buka sempat tonton debat pilgub dki jakarta buat konten media sosial lho tahu;Positif
debatcagub cawagub jakarta warga jakarta pilih nomor neh pilih kerja nyata anti korupsi transparan;Positif
lalu beda rusun sama huni vertikal opo pam;Netral
mungkin coba inovasi buat river way perahu lintas sungai jakarta kemudian luas flyover butuh reality kata;Positif
calon gubernur jakarta dharma pongrekun menitikberatkan konsep bangun kota jakarta eksekusi bukan diskusi;Positif
debat pilgub dki jakarta panas tiga paslon adu visi misi program kerja masa depan jakarta siapa paling siap bawa ubah;Positif
rencana renovasi pasar minggu cakup tingkat aman area pasar sistem awas lebih baik pramono anung pasti unjung rasa aman nyaman belanja;Positif
mampu pramono anung respons harap emakemak cipinang tunjuk pimpin responsif siap dengar paham butuh masyarakat baik;Positif
dukung ahok setia bela ahok djarot terus maju bangsa negara;Positif
program pramdoel emang kaga ribet dah manusiawi manusia ketimbang program muluk jauh awang bangun super megah mobil terbang bersliweran langit jakarta imajinasi batas;Positif
renovasi pasar minggu pramono anung tekan penting sadar lingkung rencana edukasi masyarakat penting jaga bersih dukung inisiatif ramah lingkung pasar;Positif
mas milik karakter mudah serah layak orang gatot kaca tempur lebih dulu serang depan;Netral
kalo udah kek gin gimana yeekan kalo anies baswedan mas pram bang doel satu arti depan mata;Positif
debat susah ko;Negatif
gimana temanteman punya tanggap papar visi misi cagub cawagub dki jakarta barusan;Netral
mosok tanggung jwb pusat;Negatif
hrsnya justru tunjuk kalau rangkul lapis duduk jkt duduk jakarta agam agama;Netral
calon wakil gubernur jakarta nomor urut rano karno cerita kena masa jabat jadi gubernur banten sampai debat calon gubernur wakil gubernur jakarta hari;Positif
vote for jateng tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
lah kritik mah kapan kali liat noh debat pilgub dki pak ahok kritik dp tuh padahal waktu pak anies jadi gubernur malah;Negatif
warga jakarta pilih pramdoel masa depan jakarta coblos no;Positif
dana kampanye keluar paslon tau siapa hasrat jadi gubernur;Negatif
ga dong semua liat kan tv momon ngampanyein slh satu cagub nih hmmm;Negatif
calon gubernur jakarta nomor urut pramono anung tegas tak manfaat momen pilkada maju calon presiden pramono anung kata konsentrasi buat baik warga jakarta gimana kamu;Positif
solusi untk jakarta lebih baik n;Positif
pramono anung harap tarik minat anak muda libat bagai aktivitas olahraga budaya;Positif
sikap koh ahok salah atur enggak sih;Negatif
forum rantau mang jakarta dukung pram doel;Positif
cagub dki jakarta pramono anung hadir deklarasi dukung dpd konfederasi serikat kerja seluruh indonesia kspsi mas prambang doel gedung joang menteng kota jakarta pramono anung rano karno nyala;Positif
selau sportif apa jawab nya;Positif
warga jakarta turun banyuwangi siap menang bang doel pilkada jakarta;Positif
hasto yakin publik makin tahu kualitas ahokdjarot;Positif
keren mas pram sangat perhati disabilitas bahkan ajak kerja bumd swasta maupun perintah mulia sekali mas pram angkat derajat;Positif
go maju terus;Positif
perhati rute tuju lokasi debat cagub jakarta;Netral
pakar;Netral
survey melesaaat tinggi;Netral
paslon cagub cawagub favourite pic;Netral
nama pimpin punya kurang lebih kalo mao nyari banyak lebih mah suruh hokage tiga jadi gubernur;Negatif
incentive melulu apa sih si agus sembarang kayak;Negatif
pramono anung tunjuk peduli lingkung rencana tata kota lebih hijau lebih banyak ruang buka jaga imbang ekosistem;Positif
tema debat akhir kait lingkung masalah kerap hadir jakarta banjir polusi udara bakal lik solusi paslon bekal jakarta biar jadi kota layak huni bakal bahas sini;Positif
allah maha tahu sirat surat ingat hidup dunia cuma sebentar;Netral
lagu manis sayat hati gak rido;Negatif
gagas mas pram memang baik;Positif
mantap kih buat warga jakarta cagubcawagub nomor urut pramono anungrano karno siap bantu promosi umkm saing domestik maupun global;Positif
pramono anung paham betul penting peran emakemak bangun komunitas perhati tunjuk pimpin inklusif peduli;Positif
pramono anung tunjuk sikap buka inovasi baik sistem perintah layan publik jakarta dukung warga mang tambah semangat inovasi;Positif
ahhh emang udah jelas pak ahok baik banding anies;Positif
papar visi misi debat dua paslon nomor urut ridwan kamil suswono guna ai presentasi;Netral
hasil poling menang anies sandi menang no;Netral
jawab pramono usai doa dharma jadi presiden debat pilgub dki tegas jelas no kode;Netral
dukung mantan gubernur jakarta basuki tjahaja purnama anies baswedan kini satu dukung pasang pramono anung rano karno langkah tunjuk pramono mampu satu bagai elemen masyarakat jakarta lebih baik;Positif
apa pilih penting nyoblos nyoi ingat februari nyoblos;Netral
ayo tantang jujur lubuk hati paling siapa kalian pilih;Netral
haji lulung mulai ketar tir yah merhatiintimeline after;Netral
bikin seru warga luar dki lihat debat pilgub dki dulu lihat anies neutral good vs ahok lawful neutral beda dekat;Netral
kpu dki jakarta siap gelar debat pilgub paslon bakal adu gagas;Netral
optimis menang;Positif
bingung lah mosok tingkat debat gubernur argumen gak kira presentasi kelas bu;Negatif
siapa pilih saling hormat jelek paslon jakartayanglebihbaik;Positif
teori bahkan rakyat jawab realisasi kerja lihat;Netral
petjah dukung pramono anung rano karno membludak lokasi debat calon gubernur wakil gubernur jakarta;Positif
norak;Negatif
jadi tanya bu sylvi;Netral
bank mana kasih kredit rumah dp kalaupun selesai bayar kredit smp kapan om cm omdo aje;Negatif
sasar generasi muda cagub jakarta nomor urut pramono anung hadir turnamen mobile legend mnyala sama mpl community bahkan mobile legend bukan baru beliau;Positif
tum jakmania dukung mas pram nyata;Positif
visi jelas dukung warga mang pramono anung tekad bangun masa depan jakarta lebih baik sejahtera;Positif
agus sebut perintah ahok perintah asal bapak senang cawagubdki;Positif
coba tebak besok bakal meme ira koesno mohon bersabaar uji;Netral
ibarat tamu kondangan nih kira prasmanan eh nyata uda disiapin gadogado kerupuk ayem;Negatif
anies baswedan dukung mas pram bang doel salah nippon jepang japan;Netral
ahok jamin transparansi anggar apbd dki;Positif
debat dua cagub pilkada jakarta bakal gelar oktober datang;Netral
pasang cagub cawagub kaltim no urut jawab awang normatif kaku gak program jawab tanya;Negatif
janji sandang disabilitas kerja pemprov;Positif
buat dukung paslon berita nih;Netral
padahal rektor unnes lho sodara pakar didik tanya soal didik pasang pak bibit keteter;Negatif
agus sebut birokrasi akar masalah jakarta kompleks cawagubdki sylvianamurni;Netral
djarot tutup hibur malan simpang ahok rot bentar msuk industri asia tenggara;Netral
rekayasa lalu lintas debat pilgub dki laku jadi;Netral
warga jakarta selamat lihat bandung warga milik sah tanah dago elos selamat justru kang emil gak jabat;Netral
goblokgk paham rmh gk ngerti dtmbh oke oce brpihk rakyat miskiny salam;Negatif
wah tau ndukung ganjar nih tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
gimanasi konsep kang;Netral
siap pak jenderal perintah laksana perintah lbp rawan bravo deklarasi dukung pramono anung rano karno;Netral
rakyat bos layan;Negatif
paslon bilang sendiri asal bapak senang abs;Negatif
debat cagub dki siapa paling pas hati;Netral
cocok biar tanah abang kayak chatucak bangkok;pneg
plt gubernur dki kalau janji manis;Netral
semua survey menang;Positif
pak ahok djarot memang hebat sylvi pingin dprd korupsi mgkn haha enggak ga mgkn perilaku ahok anggap jahat verbal;Positif
langsung damai aman;Positif
daaaandijelasin ahy;Netral
baik inci logis kreatif pandai santun;Positif
hihi ga sabar lihat ikut udah h nih pak;Netral
maennya gak sportif spanduk mas pram bang doel pasang panjang jl basuki timur cipinang besar utara dicopotin orang gak tanggung jawab hari photo spanduk dikarungin tetap;Negatif
anies sandi no gubernur dki jakartatetap oce oko trip;Netral
pramono tunjuk cinta lingkung bagai program hijau langkah sangat penting jaga kualitas udara indah kota;Positif
cagub bikin rumah murah jkt ciyuus nih pak murah rusun jtan paling minim loh;Netral
mantab nih ahok anies satu pilkada jakarta selesai menang anies selamat mas pram doel kalian memang kecut;Negatif
pramono anung tunjuk dekat proaktif tangan masalah banjir cipete madu bijak bukti efektif komitmen cipta lingkung lebih aman warga;Positif
mas tanding kandang persija ramah perempuan disabilitas mas pram ingin ada shuttle bus guna tonton persija masuk sandang disabilitas;Positif
seru kampanye akbar pramdoel mnang sabtu nov ntar yuk;Positif
sejati anies baswedan dekat pks usung rk pilih politik anies beda pks monasnya arab jepang;Netral
wakil kang kamil si dicariin sama pemuda muhammadiyah jakarta niihh gede partaei ngakunya paling islami laku balik amanah kecil kagak kok ngomongin teladan nabi preeet laaah;Negatif
pramono taman jadi tempat istirahat ruang putar ekonomi manfaat area sebut tingkat ekonomi lokal;Positif
yakin aniesandi menang tunggu hasil surveysurvey bayar paslon;Negatif
baik;Positif
pokoke pokoke ahok the best for jakarta cuma janji manis doang;Positif
ce bla bla bla bla co jadi tanya ce emang semua cowo sama gak peka;Negatif
yuk simak sesi dua siapa tampil cemerlang;Netral
durasi debat jam durasi calon ngomong paling menit sisa banyak basabasi ngambil tanya fishbowl lebih lama waktu menit paslon jelasin berteletele;Negatif
makin didengerin omong anis makin ngeblunder tanya jawab kagak jls;Negatif
menang pilgub jakarta sama mas kaji ubah sistem zonasi ppdb ingat semua wilayah milik sekolah negeri tampung siswa lewat jalur zonasi;Negatif
guna isu pilkada;Netral
kalo semua tuju bang doel gimana kalo banyak ajar dulu paslon nomor nih tar thn depan baru deh nyalon pramdoel mnang wendy anies jepang;Negatif
bingung teori dramaturgi ngomong tolak pecah slalu besar pecah n mncptkn jurang prbedaan;Negatif
ah akun wagu media sosial buat kampanye tanya soal industri kretek ganjar jawab sangat jelas;Negatif
calon gubernur jakarta nomor urut pramono anung target raih suara persen undecided voters survei rilis smrc undecided voters responden survei tentu siapa pilih;Netral
jadi insentif salah satu program utama pramono anung tunjuk harga kontribusi masyarakat langkah sangat baik motivasi kaderkader kerja lapang;Netral
gu keluarga abah dukung ahok;Netral
mas pram tani once dealova ruparupanya sukses buat bahagia warga tempat unjung kawasan grogol selatan kebayoran lama jakarta selatan kamis mas pram bang doel kaga ribet dah;Positif
ane peduli bangun manusia bodo g suka katain gusur mampus;Negatif
cagub jakarta nomor urut dharma pongrekun kata siap program getuk tular adab semua masalah program bina konsumen maupun produsen;Negatif
hmadfauzanaulia aniesbaswedan kalau urus bang sandiuno not bad lah;Netral
senin kang acep teh gita bongkar komitmen bangun jawa barat lebih daya budaya aman sejahtera jangan lupa bahagia sama pilih no;Netral
prdebatan janji langit vs laksana vs omong langit dipilihdipilih;Negatif
rasa serang ahok kok suka bangun opini sesat;Negatif
si abang mulai senyum nyenggolboleh;Positif
calon gubernur jakarta nomor urut pramono anung upaya selesai pipanisasi wujud air bersih jakarta capai persen;Positif
pramono anung orang calon gubernur orang pimpin inspiratif visi komitmen jadi jakarta kota lebih inklusif budaya cermin karakter kualitas pimpin;Positif
visi misi paslon realisasi semua satu bukan saling mncacimnjatuhkan sama wrg jkt;Netral
warga negara republik indonesiaberbeda satu;Positif
rantau mang selalu junjung tinggi nilai manusia dukung pramono anung wujud nyata peduli sama jakarta;Positif
kawal mas pram bang doel mulai tingkat;Positif
ekspresi ngedenger jawab paslon;Netral
pramono daya masyarakat lalu programprogram beri latih didik daya masyarakat lebih mandiri;Positif
lahan tengah sungai tuh gimana dah bang emil;Positif
calon gubernur jakarta nomor urut pramono anung target pipanisasi sedia air bersih jakarta bakal rampung wujud pilih gubernur jakarta;Positif
cagub dki jakarta mas slalu rendah hati walaupun banyak dukung doa spirit energi dapat prof saparinah sadli darius;Positif
pramono tingkat sadar sosial kalang warga jakarta didik informasi cipta masyarakat lebih peduli;Positif
siapa pilih paslon kuat kamu;Netral
panelis ruang buka hijau agus betul masuk visi misi revitalisasi;Positif
dukung ahok dukung anak abah nyata dukung penuh menang pramono rano;Positif
dp tetep absurd malam;Positif
jadi nyata mas noval mbak susanti bu yoss keluarga;metral
bu silvy jadi ibu rumah tangga ahy silvy selalu pojok ahok djarot;Positif
kayak hampir semua tanya paslon no gak jawab sama paslon no mungkin aku gak ngerti;Negatif
selamat pagi salam sehat tetap semangat perabot perabot perabot serba lima rebu;Positif
pilih pramdoel mnang putar pramdoel ahok nya anies nya jangan pilih paslon mulyono nya;Positif
gimana yakang;Negatif
pramono anung komitmen tingkat konektivitas pasar minggu destinasi jakarta mudah unjung akses pasar habis waktu area sekitar tingkat potensi ekonomi lokal;Positif
opini sesat hmmm benar sich;Negatif
sidang semangat pak benar muncul sperti terang;netral
tanya gen rk nyata gak realistis gak up date kopi gratis bayar bangkrut gimana pemda bikin gratis;Positif
so sweet puji mas djarot ira koesno;Positif
pramono anung rencana integrasi prinsip lanjut renovasi pasar minggu cakup guna bahan ramah lingkung kelola limbah baik bantu cipta pasar bersih jg ramah lingkung;Positif
suka tanya liat jawab pak jawab bukan diceritain;Positif
ahok nuwun sewu pak anies;Netral
pramono anung rencana jalin kolaborasi kuat sektor swasta bangun jakarta sinergi cepat bangun tingkat kualitas layan;Positif
pramono anung nilai didik olahraga sangat penting generasi datang rencana tingkat akses didik olahraga jakarta lebih banyak anak muda rasa manfaat olahraga;Positif
cek fakta debat calon gubernur dki jakarta nomor urut sebut pandemi covid rupa agenda selubung kuat asing ambil kedaualatan indonesia lewat isu sehat benar;Netral
allahualam cuman allah tau siapa gue pilih cuman allah tau gue pilih orang sebut;Netral
pramono anung komitmen cipta jakarta inklusif mana semua warga rasa libat milik tempat bangun kota;Positif
mas kali sapa warga grogol kebayoran lama jakarta selatan biasa mas pram laku belanja masalah temu warga sekaligus kenal diri dapat dukung pilih;Positif
suksesssss;Positif
duhh salah buu suka bu sylvi ngmg emak kan emg suka gitu;Negatif
ktka tanya bagaimana bangun gusur;Netral
coba perhatiin terjemah bahasa isyarat pojok kanan bawah kadang lucu kalo diperhatiin;Positif
apabila lihat alami pungli lapor langsung website saberpungliid sms telepon call center;Positif
untung;Positif
nyata tutup dharma pongrekunkun wardana yakin jakarta ubah jadi kota cinta seluruh warga dharmakun ajak warga jakarta jadi jakarta kota aman;Netral
oce ogah kerja ogah cape;Positif
ngakak eh rumah vertikal err;Netral
sandiaga uno guk angguk angguk angguk angguk angguk angguk;Netral
kalau akhir pak prabowo bu mega pak sby ikut hadirmungkin suasan debat lebih greeng;Positif
ibarat tinju perlahan jabjab mas pramono repot kang ridwan kamil mas pram sekal hadir kombinasi hook arah tahan ridwan kamil rk kalah mutlak;Netral
agus sedang mimpi pimpin prajurit militer;Negatif
pasang ahokjarot hasil kerja paslon retorika;Negatif
cara paslon no bilang sekarang lapar bodoh jelek bilang of;Negatif
ahok sebut bela anies enggak benar;Netral
semangat pak anies;Positif
pramono komitmen pasti semua taman jakarta akses semua orang langkah penting cipta kota inklusif;Positif
its more interesting to watch switch channel engga tarik;Netral
bila mas pram beri amanah jadi gubernur jakarta beliau rencana urus dana bantu kjp pusat masingmasing camat mantap salur bantu lebih tepat sasar;Positif
habib salim jindan suswono calon wagub pilkada jakarta nista agama islam hina nabi muhammad saw banyak umat islam kecewa statemennya;Negatif
siap jelang debat pilgub jakarta langsung jiexpo mayor komisi pilih umum kpu dki jakarta bakal selenggara debat perdana calon gubernur wakil gubernur pilkada jakarta hari minggu;Netral
lalu kada rami mun bawa masalah pribadi;Negatif
iki kuis karepe opo pak bibit kyk cah bayi hadeh;Netral
mantan gubernur jakarta anies baswedan lebih pilih habis akhir pekan tonton konser ketimbang saksi acara debat perdana pilgub dki jakarta langsung jiexpo mayor jakarta pusat debat pasang calon gubernur calon wakil gubernur;Netral
ayo sukses pilkada;Positif
pramono anung genggam rakyat arti pasang pramdoel siap abdi kerja rakyat paslon belah siap abdi kim plus paham sini tel aviv lemet antony dian sastrowardoyo lpdp;Positif
pak djarot;netral
ptanyaan n sanggah nyambung s;netral
camil nugget tahu sehat jkt;netral
sandi alas gak tahu kua ppas emang alam birokrasi program oc implementasi kua ppas gimana;netral
kagak pakai ribet dech warga jakarta pilih nomer;netral
komen akhir buat debat malam graha buana;netral
si mpok acungin jari jempol bwh debat sampe acara saling lerai moderatornyahmmyagitulha;Positif
sugianto ujang menggebugebu cukup detail jawab tanya willy terlalu normatif;netral
perintah lebih baik;Positif
cagub dki pilih;netral
warga banten bingung dengerin jelas doel;netral
debat tarik intine sopo sing bakal menang lan kalah kudu terimo legowo mergo kui laku lampahe kesatriyo;netral
debat pertama pilkada jakarta laksana malam minggu mulai pukul wib grand ballroom jiexpo convention centre and theatre mayor jakarta pusat;Netral
tentara yes  no permen kopiko;Netral
hewan ni kan hewan liar nak kurung wkwkkw;Netral
jakarta perlu pimpin berani ambil putus bukan sekadar imajinasi calon gubernur hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat;Netral
sing tgessopomin idem sampean mention masuk pasang ganjar heru menang telak pertama;Positif
pimpin visioner pramono anung tawar harap baru warga jakarta visi misi jelas bawa ubah positif semua;Positif
jangan bohong akal sehat;Negatif
pramono dorong semua warga libat aktif rencana kota libat suara warga dengar perhati;Positif
pram doel sama rakyat;Positif
fix ragu anak abah sungguh dukung pramono rano ssttt nyala abang ku mike tyson;Positif
jangan lupa besok ala hahaaa only at stay tune;Netral
debat dua pilgub jakarta malam engga kalah seru debat pertama nih detikers  ikut kutip tarik debat dua pilgub jakarta malam;Netral
mas bang janji mulukmuluk warga jakarta pramono berkomintmen bakal lanjut programprogram gubernur belum baikbaik;Positif
kalau kemaren dukung ormas betawi madura baalawi kali pramrano dukung keluarga mang jakarta uda bilang pramrano dukung wakil sabang merauke;Positif
support keluarga ga anggap;Negatif
wih langsung pak jokowi turun jakarta rano karno insya allah menang;Positif
nonton debat gadget kamu mulai pukul wib live ch inews pandu link download android link download ios;Netral
orang betawi kecewa kaga satu pasang pake pakean betawi;Netral
profil cagubcawagub dki nomor urut;Negatif
perang ngeles;Negatif
komentar youtube debat pilgub dki isi full sama promosi judi online;Netral
cagubnya gak punya alam cawagubnya usir warga banten;Positif
tiga paslon pilgub dki jakarta laksana debat perdana jiexpo mayor jakarta pusat minggu malam banyak personel gabung kerah aman debat sebut;Netral
tarik gak nyambung mpok kata anies lalu senyum nyengir dang;Negatif
komitmen mas pram hidup fungsi taman taman jakarta salah arhan bang udah bang;Positif
gregetan debat djarot cubitcubit ahok;Negatif
jadi tanya aqua;Netral
jangan khawatir angka angka penting semangat visi misi dharma pongrekun kun wardana;Positif
mantul makin yakin;Positif
rudal siap siap bombardir tinggal luncur;Negatif
hahahahahahaha si ahok bisa euy nyentil paslon;Negatif
mas pram sorot penting batas guna air tanah hingga kini laku usaha pusat belanja jakarta turut laku batas guna air tanah warga jkt terima air bersih;Positif
cawagub jakarta nomor urut rano karno tanggap nyata cawagub jakarta nomor urut suswono rano karno kata jakarta selesai masalah sendiri diri lihat aglomerasi depan saksi;Negatif
hibur simak potong statement dharma pongrekun debat pilgub dki;Netral
pamungkas the loser is;Netral
pasang ahokjarot kerja pasang menghayal banyak teori ahok hebat;Negatif
sedang langsung debat cagub dki jakarta link live streaming;Netral
dukung kuat warga mang pramono anung jadi harap baru warga jakarta ubah lebih baik;Positif
