tweet_preprocessed;label
rdo menang jakarta kota festival;
cagub jakarta nomor urut dharma pongrekun sebut nilainilai  suku baduy  jadi inspirasi  bangun adab jakarta;
press conference  paslon pramono rano  hujung debat dua pilgub jakarta   umkm  jakarta jadi lebih baik  siap bantu  laku umkm  beri solusi baik;
cagub jakarta nomor urut rk beri tanya  cawagub jakarta nomor urut rano karno rk tanya alas  indeks bangun manusia  banten  rano pimpin malah turun;
 nyata tutup dharma pongrekunkun wardana yakin jakarta  ubah jadi kota  cinta seluruh warga dharmakun ajak warga jakarta  jadi jakarta kota  aman;
cagub jakarta nomor urut dharma pongrekun kata  buat  camat  jakarta jadi kota wisata  tani mandiri  kembang;
tanggap tanya pramono anung soal bangun disneyland ridwan kamil jawab tugas pimpin  imajinasi  usaha  duduk diam cari aman;
calon gubernur jakarta nomor urut ridwan kamil  gratis biaya badan selenggara jamin sosial bpjs hingga persen  warga jakarta   mampu;
cagub jakarta nomor urut pramono anung serang rival ridwan kamil  tanya soal disneyland cikarang  rupa janji ridwan kamil   capai;
next lanjut dunia per trendingan ridwan kamil sekarang  trending;
calon wakil gubernur jakarta nomor urut rano karno sempat serang  ridwan kamil kait  datadata  simpul kalau rano karno  cukup sukses  jabat gubernur banten;
rdo menang;
ridwan kamil  nyata tutup sampai terima kasih  warga jakarta   dukung  dukung diri  suswono  maju  pilgub jakarta;
nah gin dong jadi pimpin   sayang  rakyat nya wkwkw dharma pongrekun;
cocok biar tanah abang  kayak chatucak  bangkok;
lah coba mas pramono aja ngakui hebat imajinasi pimpin bang ridwan kamil  pimpin bandung;
ridwan kamil menang debat rido  menang  udara keren;
 dukung pasang calon paslon serta pilkada jakarta pantau tertawa geli momen  jadi  calon gubernur cagub jakarta nomor urut  dharma pongrekun sampai gagas;
pasang calon gubernur  calon wakil gubernur jakarta nomor urut dharma pongrekunkun wardana bakal hadir teknologi desalinasi  solusi sedia air bersih warga pulau ribu;
cagub jakarta nomor urut dharma pongrekun  siap transportasi integrasi  pulau ribu  solusi ekonomi;
closing statement  paslon pramono rano  hujung debat dua pilgub jakarta   warga jakarta  sejahtera   cara    terap   pilih;
cawagub jakarta nomor urut rano karno tanya soal masalah transportasi warga pulau ribu  dharma pongrekun  dharma malah bahas soal rumput laut;
cawagub jakarta nomor urut rano karno sebut   ada spbu apung  pulau ribu  solusi transportasi antar pulau  pulau ribu;
cagub jakarta nomor urut dharma pongrekun sebut  daya rumput laut  pulau ribu   jadi bioenergi;
tanggap tanya suswono soal pangan  jakarta  bagi besar pasok  luar jakarta dharma pongrekunkun wardana  gagas langkah  atas inflasi bahan pokok  jakarta;
ridwan kamil joss bang doeludeh kalah jauh buruk pimpin adl   imajinasi muka bete pram doel krn nyenggol tp gk kena;
muka ga enak bgt tuh;
quotes buruk pimpin adl   imajinasi;
rano karno  biaya pangan  murah    pendek rantai pasok   ungkap  debat dua pilgub jakarta;
udah nyerah aja bang doel wkwkwk;
calon gubernur cagub nomor urut satu ridwan kamil rk sampai pantun kait stunting  pantun  sebut nyanyi ayu ting ting;
cawagub jakarta nomor urut rano karno ungkap strategi  kendali inflasi pangan turut kontrak farming  cipta pasar  laku;
calon gubernur jakarta nomor urut ridwan kamil rk tanya cagub nomor urut kait disneyland rk tanya bakal bangun disneyland  cikarang  pulau ribu;
cawagub jakarta nomor urut kun wardana kata konsep zonasi  jalan baik   daerah punya jumlah sekolah  rata;
calon wakil gubernur cawagub jakarta nomor urut kun wardana abyoto kata kondisi warga jakarta terus terhimpit daya beli masyarakat  terus turun;
calon wakil gubernur jakarta nomor urut rano karno ungkap fakta jakarta  mungkin kembang sektor tani  skala besar;
ikut momen moderator debat dua pilih kepala daerah pilkada jakarta tegur  dukung  pasang calon paslon  hadir  area venue;
tiga pasang calon saling serang gagas  ekonomi  sejahtera sosial siapa gagas baik  masingmasing calon detikers ikan alas mu  kolom komentar baca lengkap ;
info loker  warga jakarta;
 baru tjadas bicara dasar data  fakta jossss;
dukung penuh  umkm jakarta ridwan kamil langsung turun tangan;
cawagub jakarta nomor urut kun wardana sebut  cabut batas usia kerja kun wardana  sebut  beri latih kerja   kerja  baik;
rido perhati  nasib guru   lebih sejahtera;
lah coba gimana  bang rano karno si doel salah sebut data apa  masalah neh;
hahahaha kocak nij mas pram;
keren program pasang rdo rido menang;
kerenkeren program pasang rdo;
rido menang guru sejahtera;
nah  baru ide sederhana  bagus buat ibu susu;
astaga calon gub yg percaya teori konspirasi mah coret aja langsung anjir kocag bgt;
  buat tanah abang festival;
cagubnya gak punya alam cawagubnya usir warga banten;
rano ngebanggain hasil   badui banten  pas pilih  banten kok malah kalah;
cawagub jakarta nomor urut kun wardana perlu beri lapang kerja  semua warga jakarta  dapat dapat  layak;
 atas turun daya beli  duduk kelas tengah ridwansuswono  terbit kamu kartu jakarta maju beri bansos  tepat sasar  diri sekolah perempuan maju;
kayak pernah beli produk lokal ajah si mas pram;
 pasti seluruh ibu  kerja  beri asi eksklusif lama bulan  cegah stunting pramono anung  sedia daycare ruang laktasi  posyandu;
mas pram konsisten  utama didik  generasi depan lebih baik;
bpjs rata  warga jakarta;
cagub jakarta nomor urut dharma pongrekun kata  siap tim ekonomi adab  diri  guru honorer;
rido aktif  pasar jakarta kota umkm;
 debat dua calon gubernur  wakil gubernur jakarta hari  minggu oktober tiga paslon hadir  kostum debat andal masingmasing kirakira apa  alas balik pilih outfit tiga;
didik  penting ridwan kamil didik gratis  sd  sma;
pasang ridwan kamil suswono paling banyak dapat atensi publik  media sosial;
petjah dukung pramono anung  rano karno membludak  lokasi debat calon gubernur  wakil gubernur jakarta ;
pantun bang ridwan kamil membrantas stunting  penting;
 anggar janji kampanye  sangat mungkin laksana;
rdo dukung jakarta kota umkm;
rido menang sak gratis sekolah  swasta  negri;
jawab pramono rano  pariwisata  ekonomi kreatif  debat dua plgub jakarta  pramono rano  siap bantu promosi umkm   saing  domestik maupun  global;
paslon cagub  cawagub nomor urut dharma  kun sampai visi misi  program kerja proker  jakarta  pilih jadi gubernur  wakil gubernur jakarta;
rido menang  sedia juta lapang kerja;
 papar visi misi  debat dua  paslon nomor urut ridwan kamil  suswono guna ai  presentasi;
  rido;
bang doel baik ;
ridwan kamil sinergi program presiden  jakarta;
ucap terimakasih  warga jakarta;
makna baju rido malam ;
ibarat main bola main skillful banyak tampil trik no comment main simple pakai trik perlu;
lihat  video singkat  memang ridwan kamil fatanah ;
  boong nih guys;
makna style rido malam ;
pasang calon gubernur  wakil gubernur jakarta ridwan kamilsuswono rido sampai visi misi  debat dua pilgub jakarta;
urus data  perhati  ridwan kamil;
sini  sama sekali  maksud serang  paslon  beri masuk  utama  tim menang;
jalan  tanah abang jgn lupa borong jersey persija apa lah udh siap lap kerja buat warga jakarta;
support  keluarga ga anggap;
  kunjung  pasar tanah abangmenyala abang mas pramono anung tanah abang  rapi  modal  bantu lapang kerja utk umkm  tanah abang  dagang bantu promosi;
   butuh insinyur;
  selalu ridwan kamil laku;
dokter kelililng program pasang rdo   lansia  prioritas sehat ibu  ayah ;
warga jakarta    hidup desak an   semua pindah  ikn;
doa ibu  restu ibu  kunci utama;
debat dua pilih gubernur dki jakarta gelar malam  minggu oktober ketua komisi pilih umum kpu dki jakarta wahyu dinata sampai debat malam  spesial  tepat  momentum sumpah pemuda;
 nyata impi warga jakarta sama rido;
blusukan  cara paling suka  sosialisasi progran  dengar aspirasi;
moga jawab singkat karena batas waktu  paham warga jakarta;
makna pakai  kena ridwan kamil  suswono;
sang eksekutor baik  mulai aksi  gagas mantap ;
terimakasih  warga jakarta;
rido menang sekolah gratis;
 pongrekun ngomong apasih;
kalo pilih cagub  yg rendah hati jng yg sombong;
sang eksekutor  selamat warga jakarta ;
pimpin baik  pikir rakyat ;
rido jamin tahan pangan  warga dki  kjp plus jaman pak aniesbaswedan  tingkat;
udah menit  aja bahas tata tertib debat gila;
yakin nih;
woiii jago gua baru mau pantun dah dipotonggg;
gue  seluruh warga jakarta kata bangdoel baik memang ;
 makan siang gratis   sarap gratis;
  mulai hari   beach city ancol dukung  paslon heboh banget tp yg paling heboh sapa lg kalo bukan paslon;
nyala pilhanku ridwan kamil suswono  acara debat pilgub dki malam  jakartamaju;
rido menang;
bandung jabar aja kaga maju ko mau maju jakarta surfei jeblok sampe minta endor mantan presiden joko widodo aku mau  ajalaah visi misi jelas  gk  nista nabi gak mau rido;
semua  pramdoel  saat gak perlu ndakikndakik teori yahana yahanu sebenernya cuma mas  bang doel  paling pas   pantes buat bikin  emang;
 dukung  pramono anung rantau mang tunjuk semangat  masa depan  cerah  jakarta  yakin   satu semua impi  wujud;
dukung rantau mang  pramono anung  langkah tuju jakarta  sejahtera  harap  bantu wujud kota  lebih baik  semua warga;
rantau mang usaha sedia solusi  masalah  hadap masyarakat jakarta dukung   pramono anung  bagi  komitmen  cipta jakarta  lebih baik;
 semangat  tinggi rantau mang komitmen  bangun jakarta  lebih baik lalu dukung  pramono anung   kontribusi   aspek bangun kota;
dukung rantau mang  pramono anung  cermin upaya   dorong sadar politik  kalang masyarakat jakarta  percaya  partisipasi aktif  bawa ubah  ingin;
dukung rantau mang  pramono anung bantu bangun hubung  kuat antar komunitas  jakarta kerjasama antar komunitas  kunci  capai sejahtera sama;
rantau mang tunjuk komitmen kuat  didik  dukung pramono anung  percaya  didik  kunci  cipta generasi  lebih baik  jakarta;
dukung rantau mang  pramono anung tunjuk ingin   kontribusi  ambil putus  pengaruh masyarakat   langkah tuju perintah  lebih baik;
rantau mang komitmen  sebar nilainilai positif  dukung pramono anung   pasti  jakarta pimpin  nilainilai  baik  manfaat;
rantau mang satu  suara aspirasi rakyat  pramono anung dukung  cermin harap   masa depan  lebih baik  jakarta;
rantau mang peran penting  jaga imbang sosial  jakarta dukung   pramono anung  wujud nyata  peduli  masalah sosial  ;
alhamdulillah tum the jakmania rapat  mas prambang doel mas pramono anung rencana jadi bintangbintang persija  ikon wisata jakarta  pilih  gubernur;
dukung rantau mang  pramono anung  upaya  bangun jakarta  inklusif  percaya   warga hak dapat perhati  sempat  sama;
rantau mang tunjuk komitmen kuat  bangun lanjut  dukung pramono anung   pasti  jakarta tumbuh  kembang  lanjut;
rantau mang komitmen  dorong inovasi  jakarta dukung   pramono anung cermin harap  maju  kembang  lebih baik;
dukung  rantau mang kuat tali saudara  komunitas  jakarta  percaya  satu  kunci  capai maju  lebih besar;
dukung rantau mang  pramono anung sebar semangat sama  jakarta  percaya   satu segala tantang  hadap sama;
rantau mang upaya hadir mandiri ekonomi  masyarakat jakarta  dukung pramono anung  harap  cipta ekosistem  dukung laku usaha lokal;
 dukung  pramono anung rantau mang usaha bangun ekosistem usaha  sehat  lanjut  jakarta   pasti laku usaha lokal dapat perhati  layak;
 dukung  pramono anung rantau mang dorong partisipasi warga  proses bangun jakarta  percaya   suara penting  maju sama;
rantau mang peran aktif  buka peluang kerja  masyarakat jakarta dukung   pramono anung rupa bagi  upaya cipta lapang kerja  lebih luas;
rantau mang selalu junjung tinggi nilai manusia dukung   pramono anung  wujud nyata  peduli  sama  jakarta;
dukung rantau mang  pramono anung  arti sebar baik  jakarta  komitmen  libat  giat sosial  manusia;
rantau mang bangun jaring sosial  kuat  dukung pramono anung  satu   cipta dampak  lebih besar  masyarakat jakarta;
dukung  rantau mang tunjuk kuat  agam  percaya  beda  kaya   kuat jakarta  bawah pimpin pramono anung;
rantau mang   dukung pramono anung  politik   peran  gerak ekonomi lokal  komitmen  cipta peluang usaha  masyarakat jakarta;
dukung rantau mang  pramono anung  langkah sama tuju masa depan  cerah  jakarta  yakin  ubah positif  wujud  kerja keras  satu;
dukung  rantau mang bantu satu bagai etnis  jakarta  percaya  pramono anung  pimpin  bijaksana  inklusivitas;
cagub dki jakarta pramono anung hadir deklarasi rawan forum rantau mang  pondok baselo salemba lubuak batuang ruko sentra salemba mas jakarta pusat pramono anung rano karno  jakarta  lebih nyala;
pesan politik kyai beberapa alas    juang pramdoel mnang putar;
 kek gin yg maksud rekam jejak  mulyono what heeiillooo kek gin mau pimpin jakarta pasti laahh rk bukan pilih utk jakarta;
cagub daerah khusus jakarta pramono anung target warga jakarta   akses air bersih  tahun mantap nih   support full pramdoel menang satu putar;
mas pram sepeda  cari solusi buat jakarta road bike lovers siap jalur baru  mayor coblos nomor;
sudirmanthamrin oke mayor lebih luas mas pram punya solusi buat road bike lovers yuk coblos no;
rantau mang peran  gerak ubah positif  jakarta  dukung pramono anung   kontribusi  cipta lingkung  lebih baik;
dukung rantau mang  bentuk junjung tinggi nilai sama  yakin  sama pramono anung jakarta  capai tuju  lebih besar;
rantau mang bawa semangat gotong royong  dukung pramono anung  percaya  kolaborasi antarwarga  kunci  cipta jakarta  lebih baik;
dukung rantau mang  pramono anung  fokus  daya ekonomi  harap  cipta lebih banyak peluang  laku usaha lokal;
rantau mang tunjuk komitmen  kuat  bangun jakarta sama pramono anung  percaya  kolaborasi  kunci  capai tuju sama;
rantau mang peran  jembatan  budaya mang  jakarta dukung   pramono anung cermin bangga  identitas budaya ;
dukung  rantau mang  pramono anung  harap  generasi datang   pasti  jakarta jadi tempat  lebih baik  anakanak ;
rantau mang bawa energi positif  jakarta  dukung pramono anung  komitmen  cipta kota  lebih baik  semua warga;
banyak warga jakarta sangat sulit dapat air bersih;
rantau mang bukti diri  komunitas  solid  beri dukung penuh  pramono anung kuat  jadi inspirasi  komunitas   jakarta;
dukung  rantau mang tunjuk semangat  tinggi  bangun jakarta  percaya  pramono anung  sosok  tepat  pimpin ubah sebut;
komunitas rantau mang satu  satu suara  dukung pramono anung dukung  cermin harap  ubah  lebih baik  jakarta;
ramai sama teman;
rantau mang  jakarta  tunjuk dukung  luar biasa  pramono anung hadir  jadi salah satu pilar penting  juang pramono  menang  pilgub jakarta;
alas serikat buruh  jakarta nyata dukung  pramdoel  program kerja  tawar paling rasional semua program tuju  penting rakyat kecil;
pilkada bukan pilih partai  pilih gubernur bupati  walikota pilih pimpin  dekat  rakyat  dedikasi jabat   rakyat blackpink happiness blooms from irene photo assist dian sastrowardoyo;
nyala jakarta;
pilih  pastipasti aja  gak pake ribet coblos no;
luar biasa lho mas pram  hari   titik kunjung temu warga jakarta   beliau laku  hari lama hampir bulan  stamina prima   buah  rajin sepeda cepat pramdoel mnang putar;
pilih    amanah pramdoel;
gak rasa tinggal hari  jelang hari coblos jangan lengah  tetap waspada terus kawal  menang mas pram bang doel hingga;
seru  kampanye akbar pramdoel mnang sabtu nov ntar yuk;
pramdoel peduli air bersih;
pramdoel kerja  rakyat;
wuihhhmakin manyala aja nih pramdoel emang oye;
jokowi  baik  baik   jujur jakarta butuh pimpin jujur  nyala pramono anungrano karno pilih baik  jakarta;
hadir  deklarasi warga mang pramono janji mudah izin usaha calon gubernur jakarta no urut pramono anung dapat dukung  forum rantau mang jakarta pramono aku  mudah izin usaha;
 semua paslon dah tuju program mas  bang  tanda kemnangan tinggal selang   wujud;
serah sama pakar nya;
 renovasi pasar minggu pramono anung  tekan penting sadar lingkung  rencana  edukasi masyarakat  penting jaga bersih  dukung inisiatif ramah lingkung  pasar;
pramono anung komitmen  dukung produk lokal  pasar minggu  beri tempat   rajin  produsen lokal  harap  tingkat daya saing produk lokal  kuat ekonomi daerah;
 pilih mas pram  bang dul aja yg lebih sedikit mudharatnya kagak keluar nongol  goronggorong;
rencana renovasi pasar minggu   cakup tingkat aman  area pasar  sistem awas  lebih baik pramono anung  pasti  unjung rasa aman  nyaman  belanja;
renovasi pasar minggu   fokus  lestari budaya lokal pramono anung rencana  tampil produkproduk lokal  cermin kaya budaya jakarta  kuat identitas daerah;
pramono anung komitmen  daya perempuan  pasar minggu  beri dukung   dagang perempuan  harap  tingkat partisipasi   ekonomi  kuat posisi   masyarakat;
bismillah mas pramono  bang rano gelar kampanye akbar november  stadion madya gbk datang  warga prilly anies banteng tel aviv;
 renovasi pasar minggu pramono anung rencana  kembang sektor wisata kuliner  tampil bagai makan lokal  lezat pasar   tarik wisatawan  tingkat dapat dagang;
 rencana renovasi pasar minggu pramono anung  dorong kewirausahaan  kalang masyarakat  sedia ruang  fasilitas  pada  harap  bantu masyarakat  mulai usaha  sendiri;
pramono anung komitmen  tingkat konektivitas pasar minggu  destinasi   jakarta   mudah unjung  akses pasar  habis waktu  area sekitar tingkat potensi ekonomi lokal;
rencana renovasi pasar minggu  pramono anung  cakup tingkat branding pasar  desain  tarik  fasilitas  modern pasar minggu  jadi destinasi belanja    fungsional   tarik  kunjung;
pramono anung ajak masyarakat  partisipasi aktif  proses renovasi pasar minggu  libat warga  ambil putus  tunjuk  pimpin  baik   kolaborasi  demokrasi;
rakyat  cerdas  kritis dlm tentu pilih walaupun ridwan kamil jago  jokowi  mata rakyat  tetap ga anggap rekam jejak gagal  jabar jejak digital hina kpd warga jakarta dg kalimat kotor luka warga jakarta;
optimis menang;
pilih pramdoel mnang putar  pramdoel  ahok nya  anies nya jangan pilih paslon   mulyono nya;
ketampol kapok ra;
yukmenuju;
yuk ah;
luar biasa;
nyok ramai hajat kampanye akhir pasang mas pramono anung rano doel karno  hari sabtu november stadion madya gbk mulai jam wib coblos no tel aviv dian sastrowardoyo lpdp kouhaku amorim;
hot jakarta mas pram bang doel selalu  hati warga jakarta pimpin jakarta  hati  penting warga jakarta bukan penting elit tentu;
 sdh selesai pilkada ga usah nunggu tgl nov menang  anies bapak politik identitas indonesia;
siang;
hot jakarta yuhuuuu jan lupa hadir yaaa  kampanye akbar mas pram bang doel  gbk pecaaahh bareng bareng sama semua elemen dukung mas pram bang doel ingaatt november;
makin semangat hari tuju coblos makin nyala warga jakarta siap awal mas pram bang doel jadi gubernur jakarta tel aviv dian sastrowardoyo lpdp kouhaku amorim;
  baru butuh  air bersih  jakarta yg penuh sisa digaspol mas pram bang doel  akhir jabat   no kaga ribet dah;
orang    punya prinsip  layak  jadi panutan  jadi pimpin minggir mil;
 baik beri  jakarta  mas pram  bang doel pramono anung target pipanisasi rampung  tel aviv dian sastrowardoyo lpdp kouhaku amorim;
 renovasi pasar minggu pramono anung  cipta ruang publik  ramah  nyaman   dorong masyarakat  interaksi  kumpul  kuat ikat sosial  komunitas;
warga jakarta cerdas  pilih calon pimpin  lihat rekam jejak  pantes  rk tak lirik  sering  tolak;
pramono anung tekan penting inisiatif bersih  renovasi pasar minggu  rencana  libat masyarakat  program bersih  cipta rasa milik  tanggung jawab sama  lingkung pasar;
renovasi pasar minggu  rencana  pramono anung   perhati aspek sehat masyarakat  cipta lingkung  bersih  atur  upaya minimal risiko sakit   tular  area publik;
 calon gubernur pramono anung tunjuk dukung  kuat  dagang kecil  pasar minggu renovasi  rencana  beri  sempat  kembang  saing  dagang besar  tingkat ekonomi lokal;
pramono anung komitmen  kembang sumber daya manusia  pasar minggu lalu latih  program tingkat terampil   dagang   bantu   kelola usaha  lebih baik;
makanya dukung;
 rencana renovasi pasar minggu pramono anung  tingkat kualitas layan  beri   dagang  fasilitas  lebih baik dagang  beri alam belanja  lebih muas  konsumen;
sdh selesai pilkada ga usah nunggu tgl nov menang  anies bapak politik identitas indonesia;
pramono anung rencana  integrasi prinsip lanjut dlm renovasi pasar minggu  cakup guna bahan ramah lingkung  kelola limbah  baik   bantu cipta pasar yg   bersih  jg ramah lingkung;
meski pramono anung   janji solusi instan  macet  jalar raya pasar minggu komitmen  tangan masalah   serius tunjuk   paham  tantang  hadap warga;
pramono anung   fokus  renovasi fisik   tingkat aksesibilitas pasar minggu  komitmen  pasti  pasar  akses  semua kalang masuk sandang disabilitas  cipta lingkung yg inklusif;
warga jakarta gak liat partai yg  lihat  sosok aye tetep pilih coblos nomor  jakarta november;
bang doel sama mas pramono anung  terus usaha  sisa masa kampanye terus serap aspirasi  sampai visi  misi  masyarakat  jakarta nyala menang satu putar kaga ribet dah;
air  sumber hidup mas  target akses air bersih hingga  pilkada bukan pilih partai  pilih gubernur bupati  walikota;
optimis utk;
rencana renovasi pasar minggu  pramono anung  langkah strategis  tingkat kualitas hidup masyarakat  baik fasilitas pasar  upaya cipta lingkung  lebih nyaman  aman  semua unjung;
 nyata pramono anung tekan penting dengar suara masyarakat  rencana renovasi pasar minggu dasar masuk warga  tunjuk    calon pimpin  responsif  peduli;
pramono anung paham penting pasar tradisional  hidup masyarakat jakarta  rencana  renovasi pasar minggu  tunjuk   harga waris budaya  ekonomi lokal;
 perhati aspek lanjut pramono komitmen  cipta pasar    bersih   fungsi  pusat ekonomi  vital  masyarakat;
pramono anung rencana  renovasi pasar minggu  rupa salah satu pasar tua  jakarta langkah     baik kondisi fisik pasar   dukung ekonomi lokal;
 fokus  renovasi pasar minggu pramono anung tunjuk   siap  ambil tindak nyata  sejahtera warga jakarta;
 calon gubernur jakarta pramono anung   bicara  rencana   dengar aspirasi masyarakat dialog  warga pejaten timur tunjuk   harga masuk  masyarakat;
 visi  jelas pramono komitmen  jadi pasar minggu lebih bersih  awat cipta lingkung  lebih baik  dagang  unjung;
gu keluarga abah  dukung ahok;
pramono anung tunjuk peduli  tinggi  kondisi pasar tradisional  jakarta khusus pasar minggu  dialog  warga  aku  pasar sebut  lama  dapat baik;
mau  endors mantan presiden afau presiden aktif sekalipun  warga jakarta  tetap semangat  bareng mas pram bang doel;
hari tuju coblos makin semangat makin nyala;
hari tuju coblos makin semangat makin nyala warga jakarta siap awal mas pram bang doel jadi gubernur jakarta;
 punya hati nurani   lawan mulyono  boneka  dukung pramdoel mnang putar;
tengah sibuk jalan program kampanye   banyak mas pram  sempat beri ruang  waktu  generasi muda  dialog langsung acara  ada  hari kamis nov  pukul wib;
pramono anung target  selesai pipanisasi  jakarta persen     baru persen;
gaya bang doel kampanye sangat komunikatif  riang gembira lama hidup  jakarta  sangat paham karakter warga jakarta gaya bahasa  canda betawi warna kampanye bang doel  heran warga kampung jakarta banyak mendungkung bang doel;
yok datang  ramai hajat gaes kampanye akbar kampanye akhir pasang mas pramono anung rano doel karno  hari sabtu november lokasi  stadion madya gbk mulai jam wib coblos no brsri;
pramono anung tekad  penuh akses air bersih  warga jakarta    tahu   penuh air bersih  warga jakarta ;
pramono  ridwan sama  otak mesum susu minded warga dki jakarta pilih dharma pongrekun  kun wardana utk gub  wagub dki jakarta persija jakarta pilkada abah banteng jakarta barat jakarta timur jakarta selatan jakar;
mas pram sorot penting batas guna air tanah yg hingga kini  laku  usaha  pusat belanja  jakarta turut  laku batas guna air tanah dgn  warga jkt   terima air bersih;
makanya kang emil  usah bawabawa mantan kena skak mas pramono anung kan;
gak mungkin  dukung rk si boneka mulyono  suswono nista nabi ogah  teguh  baris pramdoel mnang putar;
ramai gaesss hajat jakarta nyala catat tanggal sabtu november pukul wib tempat  stadion madya gbk jangan lewat tel aviv antony bighit dian sastrowardoyo;
forum rantau mang  pondok baselo salemba lubuak batuang ruko sentra salemba mas jakarta pusat senin deklarasi dukung  mas pram bang doel tambah nyala aje nih kaga ribet dah;
  aja percaya si mantan aku mah ogah rk    imajinasi gak  kerja;
dukung makin alir  mas pram  bang doel bahkan politis nasdem  gabung  kim  dukung mas pram  bang doel  rekam jejak  jelas bukan tuk imajinasi;
gaes warga oranye kata jakarta kota gu pramono pilih bang doel idola lirik lagu sampai pesan  dalam tak   layak jadi pimpin jakarta  pramonorano;
gak mau lah tipu terus mending mas pram  bang doel  program nya gak imajinatif;
 fakta bukan  omon omon belaka kalau pramonorano  genggam rakyat  ridwan kamilsuswono  genggam kim plus mulyono so jangan salah pilih jadi pilpres kemarin buah ajar harga jangan  ulang ;
nyook warga jakarta dukung nomor datang berrrrramairrrramai  stadion madya gbk sabtu jam pagi  kejut buat kalian;
warga jakarta beda cara pikir rasional  cerdas pilih pimpin;
mas  tanding kandang persija  ramah  perempuan  disabilitas mas pram  ingin ada shuttle bus   guna tonton persija masuk sandang disabilitas;
orang pimpin    loh sikap   sampai cagub pramono anung gue jadi ingat quote   kamu henti ajar kamu henti jadi pimpin moga pramonorano jadi jakarta  jakarta;
pramono anung usaha  bangkit  semangat olahraga  jakarta   cipta lingkung  mana olahraga jadi bagi penting  hidup seharihari masyarakat;
pramono anung rencana  tingkat fasilitas olahraga  jakarta  sedia tempattempat  pada  harap masyarakat  lebih mudah olahraga  aktivitas fisik;
pramono anung tekad  pasti  akses  olahraga sedia  semua lapis masyarakat   kurang hambat    semua orang  nikmat manfaat olahraga;
pramono anung  dorong partisipasi remaja  bagai giat olahraga  libat   organisasi  acara olahraga  harap  tumbuh rasa cinta  olahraga sejak dini;
pramono anung komitmen  tingkat sehat masyarakat lalu olahraga  percaya   promosi gaya hidup aktif masyarakat jakarta  milik kualitas hidup  lebih baik;
pramono anung ajak seluruh masyarakat jakarta  satu  semangat satu  sama lalu olahraga  percaya   bersamasama jakarta  capai maju  lebih besar;
pramono anung  bangun jakarta jadi kota  ramah olahraga  bagai inisiatif  program  harap  tarik lebih banyak orang  aktif olahraga  nikmat giat fisik;
pramono anung milik visi jangka panjang  jakarta  cakup kembang olahraga budaya  pariwisata  tekad  jadi jakarta  kota  lebih baik  generasi datang;
pramono anung harap  hadir tanding  riah  jakarta  dukung bintang persija   cipta suasana  penuh gembira  sama   tanding;
pramono anung komitmen  kembang potensi lokal lalu olahraga  budaya   pasti  potensi    jakarta  manfaat  maju sama;
pramono anung  genggam rakyat arti pasang pramdoel siap abdi  kerja  rakyat  paslon belah siap abdi  kim plus paham  sini tel aviv lemet antony dian sastrowardoyo lpdp;
ayo warga jakarta  ramai bareng kampanye akhir  mas pram bang doel    gelar  november  stadion madya gbk mulai jam wib ayo bikin sama jangan lupa yeeee;
 wujud sedia air bersih  jakarta calon gubernur jakarta pramono anung target pipanisasi selesai capai persen  mantab tel aviv lemet antony dian sastrowardoyo;
mas pram tunjuk sikap bijak  lanjut program baik  anies  ahok  sumur resap hingga ppsu  bukti pimpin  fokus  lanjut  penting warga bukan sekadar citra;
semua paslon ngikut program tanya kalau ingin  jadi ikut ngapain nyalon jadi pimpin tetap pramdoel pilih baik;
kalau pilih pimpin dasar rekam jejak  orang waras  pilih mas pram bang doel lah;
nah  penting pipanisasi   rampung  pipanisasi bukan imajinasi  kaga ribet dah;
waktu debat bilang pak ahok tukang gusur lah rk sendiri aja tukang gusur pak ahok gusur  warga kasih tempat  layak lah elu warga kasih solusi kagak tetap pram doel baik buat jakarta;
pramdoel    percaya diri    curang  masif  seluruh selenggara pilkada jujur adil  netral tarung sehat chiatatotheleadwave lpdp milky kapolri savesaiddidu timnasday;
kalah ridwan kamil  jakarta  ga  obat  makin nyungsep  warga jakarta tahu mulyono ikut campur urus  jakarta bung;
jakarta  polusi mas pram bilang  pilih nomor biar makin sehat  asri;
pramono anung upaya  dorong semangat kerjasama  bagai elemen masyarakat  kembang olahraga  percaya  kolaborasi  hasil giat  lebih manfaat  kesan;
pramono anung  kembali bangga masyarakat  jakarta  jadi bintang persija  ikon  harap masyarakat  lebih cinta  harga kota ;
pramono anung percaya  daya komunitas lalu olahraga  bawa ubah positif  libat masyarakat  bagai giat  harap  bangun rasa milik  tanggung jawab sama;
pramono anung komitmen  cipta ruang aman  masyarakat  olahraga   pasti  semua orang rasa nyaman  aman  partisipasi  giat olahraga  jakarta;
hari  tuju coblos makin semangat makin nyala sama mas pram bang doel;
pramono anung tunjuk buka  inovasi  kembang olahraga  jakarta  siap terima ideide baru   buat giat olahraga jadi lebih tarik  inklusif  semua kalang;
pramono anung upaya  tingkat sadar  penting olahraga  kalang masyarakat  percaya   edukasi  tepat masyarakat  lebih harga manfaat sehat  olahraga;
mas pram  cuma bicara  kasih jawab  jakarta bebas polusi coblos nomor yuk;
pramono anung  jadi olahraga  bagi  raya budaya jakarta  gabung olahraga  budaya lokal  harap  kuat rasa cinta masyarakat  waris budaya ;
