text;label
anies birokrasi pemprov dki rapor merah gagal layan masyarakat sandiaga;Negatif
organisasi buruh labuh nyala siap dukung no mas pram bang doel;Positif
disertasi tunda ayo warga jakarta tumbang oligariki menang mas pram rano karno ppn naik;Negatif
halaaaaah;Negatif
nah gin dong jadi pimpin sayang rakyat nya wkwkw dharma pongrekun;Netral
komisi pilih umum kpu jakarta usung tema transformasi jakarta tema debat pertama pilgub jakarta debat gelar hari minggu tanggal oktober;Positif
mas agus tak buat pns dki rasa ancam;Positif
kalo tingkat pecat;Positif
perlu tanya bagaimana pandang calon thdp fpi;Negatif
rantau mang upaya hadir mandiri ekonomi masyarakat jakarta dukung pramono anung harap cipta ekosistem dukung laku usaha lokal;Netral
nyala abangkoe;Positif
cagub daerah khusus jakarta dkj nomor urut pramono anung mas pram sambut gembira dukung kaum buruh janji juang upah minimum provinsi ump baik buat buruh;Positif
saat serang serang;Negatif
pesan bang ray tanya debat cagub malam;Netral
paslon nampak cuma teori;Negatif
warga turun banyuwangi berktp jakarta semua dukung mas pram bang doel coblos nomer pilkada jakarta;Positif
pramono ridwan sama otak mesum susu minded warga dki jakarta pilih dharma pongrekun kun wardana gub wagub dki jakarta persija jakarta pilkada abah banteng jakarta barat jakarta timur jakarta selatan jakar;Negatif
komitmen anies terima kasih pak jono;Positif
jakarta ridwan kamil;Netral
wooo pantes karakter idola gatotkaca tank defensive makanya politiknnya jg riang gembiraga serang mas emang asyik bukti kerja keras buat blio smp sini siap bikin bareng bang doel;Positif
ngobrol serius oke ngobrol santai oke ngobrol siapa cagub jakarta mas selalu siap siaga;Positif
bukan warga dki seru ikut giat calon pempimpin dki;Positif
baru satu sesi udah liat mana cuma janji mana kerja nyata mana sedang imajinasi;Negatif
kok ngeri sama program ridwan kamil soal m per gak bayang korupsi;Netral
whandika berat jadwal debat putar dua;Netral
baru rispek kang emil eh closingnya enggak banget pake bawa hubung baik presiden alir dana lancar gilak kuat vibe ordal bibit korupkolusi gak nyangka segitu insekyur smpe sebut beking meh;Negatif
anies tak nonton debat pilkada jakarta pilih nonton john legend sama istri mantan gubernur dki jakarta anies baswedan tonton konser john legend anies rencana tonton debat perdana pilgub dki jakarta;Negatif
nobar debatcagub dki dua yuk broosekalian bawa data bps ntr g ajarin loe dehh baca gimana;Netral
hahahakocak lihat tingkah;Positif
pramono anung dorong partisipasi remaja bagai giat olahraga libat organisasi acara olahraga harap tumbuh rasa cinta olahraga sejak dini;Positif
pramono anung percaya olahraga cara efektif libat anak muda giat positif;Positif
lha orang ahok niat cawapresnya joko kog ditanyain berani jawab djarot mbak ira;Negatif
dukung rantau mang pramono anung tunjuk ingin kontribusi ambil putus pengaruh masyarakat langkah tuju perintah lebih baik;Positif
gak dki gak jabar sama pilgub sulit dah lah nonton debat nya tonton makna benar;Negatif
nungguin calon pimpin milik fokus baik moral;Positif
kali angka sandi sebut oke oce malam;Netral
siap;Netral
lihat bu silvy lama didki nyata tau bahkan data salah;Negatif
pimpin baik pikir rakyat ;Positif
semangat pak  tanya soal didik pasang pak bibit keteter;Negatif
panas hasil survei elektailitas pilgub dki jakarta jelang debat perdanal rksuswono unggul via;Positif
mas pram memang yogia bijak pengaruh besar publik libat guru tinggi kelompok komunitas;Positif
jooooosh ajang gengsi ajang unjuk gigi bukan unjuk hati sesuai nurani   ;Negatif
hadir deklarasi warga mang pramono janji mudah izin usaha calon gubernur jakarta no urut pramono anung dapat dukung forum rantau mang jakarta pramono aku mudah izin usaha;Positif
hari tuju coblos makin semangat makin nyala warga jakarta siap awal mas pram bang doel jadi gubernur jakarta;Positif
berani ajak emakemak bicara langsung pramono anung tunjuk percaya kuat suara rakyat langkah positif tuju demokrasi lebih baik;Positif
jangan guna fitnah dong buat menang cagub ga halal fitnah lebih kejam bunuh;Negatif
harus komeng buat dki gue yakin komeng menang telak siapa lawan masuk anis sekalipin pas debat pilgub anis vs komeng wkwkwk;Positif
semua dukung mas pram bang doel satu putar jakarta nyala sahroni carok pc dian sastrowardoyo;Positif
kalau ibarat team sepakbola dki real madrid alias team kaya kalau masuk peringkat degradasi pie;Netral
kritik mah kapan kali masa tunggu program jalan dulu baru kritik kayak waktu debat pilgub dki pak ahok kritik dp tuh padahal program bom jalan;Negatif
saksi debat cagub hendropriyono bilang;Netral
rakyat sambut penuh hangat;Positif
pening denger ahy ngomong ngapalnya gak ilang;Negatif
karwo blunderdia bilang lebih penting entas orang miskin garap bidang didik lha long term nya gimana;Positif
absolutely ganjar sesi tampil gemilang tetap;Positif
sampai visi misi ga perlu nyerang calon kaliii masss;Positif
buka debat anies ucap gong xi fa chai ahok sandiaga cawagubdki;Netral
gaya tiga pasang cagubcawagub debat akhir pilgub dki;Netral
paslon soal reklamasi;Netral
debat dua pilgub jakarta gelar oktober kpu dki segera bahas lokasi tema jakarta debat antar calon gubernur wakil gubernur pilkada jakarta perdana;Netral
hibur minggu lihat debat pilgub dki ngawur semua jir calon;Negatif
geser dikit;Netral
berantas stunting penting;Positif
moga harap warga wujud;Positif
kunkaga nyambung jawab luridwan kamil mah demen ngadepin kaya giniwkwkwk;Positif
justru lebih gampang ngalahinnya masuk putar dua banding lawan meski ngeliat karakter pak anies suka tantang beliau lebih sreg lawan pas debat biar lebih seru bakal kayak david vs goliath dim;Positif
yaudah be smart kalian punya ktp jakarta;Positif
begini cara ahok hadir air bersih warga jakarta cawagub djarot;Positif
daya lama lei mo sampe rumah striming jo te biar ikas atam at poigar pic;Netral
sabtu pasang jabar bahagia tampil debat publik pilgub jabar putar dua hotel patra cirebon tema budaya inovatif jawa barat gemah ripah repeh rapih sama wujud jabar maju sejahtera harmonis;Positif
kgn gencar konsolidasi hingga tingkat lurah menang pramonorano;Positif
bilang pimpin dki kalo urus gin ga pada anies pecat tri;Negatif
iman pilih se iman ktanya layan msyarakat layan kq maki tua periksa grogol biar sehat;Negatif
mas agus closing statementnya ambil kalimat mc moderator;Netral
pepo sedang sibuk atur strategi ikut;Netral
pramono anung milik wawas luas butuh masyarakat utama sehat sejahtera langkah penting bangun jakarta lebih baik;Positif
pramono anung fokus renovasi fisik tingkat aksesibilitas pasar minggu komitmen pasti pasar akses semua kalang masuk sandang disabilitas cipta lingkung inklusif;Positif
kan bentar debat pilgub dki bang;Netral
calon gubernur jakarta ridwan kamil kata jakarta jadi kota adil rk pilih jadi gubernur warga rasa adil lapor diskus;Positif
pramono anung sosok bicara ubah komitmen wujud rencana tingkat insentif tunjuk serius maju jakarta;Positif
mulai hari beach city ancol dukung paslon heboh banget paling heboh sapa kalo bukan paslon;Positif
tempodotco dikoktara sylvi reformasi birokrasi pertama ramping struktur kaya fungsi;Positif
debat cagub jadi ricuh paslon nomor urut keluar kaos;Negatif
ahok djarot udah bukti paling realistis professional cuma niru nih pimpin pilih rakyat cerdas;Positif
bukan narasi channel maksut gue tiap jubir undang acara debat tv selalu ngomong ajaib pilgub dki cuma orang sok intelek twitter sok savage kira polit;Negatif
koe teko lgsng tanya jawab;Negatif
tuju mbak jahanam gak tau diri mbak ntn debat pilgub dki;Positif
mantap nih arak arah buruh labuh dukung mas pramono bang rano jadi gubernur jakarta anies arab bahrain rumput arhan mitoma eliano;Positif
aliansi masyarakat sunda deklarasi dukung pramono rano aliansi masyarakat sunda jakarta gak rido kang prakar mike tyson jepang;Negatif
jatim jateng jabar dki jngn kuasa boneka mulyono;Negatif
suswono layak masuk bui;Positif
calon wakil gubernur dki jakarta nomor urut kun wardana meta sumber masalah banjir jakarta terang tiga sumber masalah banjir jakarta;Netral
komisi pilih umum kpu dki jakarta kata pihak terap atur teknis pasang calon paslon debat pilgub jakarta datang salah satu paslon guna akronim singkat debat langsung nah;Netral
makin yakin;Positif
debat pilgub mulai ko ga rame yaberasa sepi pilkada dki taun;Negatif
cawagub jakarta nomor urut rano karno tanya soal masalah transportasi warga pulau ribu dharma pongrekun dharma malah bahas soal rumput laut;Negatif
moga jakarta pebih maju pilkada jalan damai bagaimana simbol damai;Positif
rantau mang tunjuk komitmen kuat didik dukung pramono anung percaya didik kunci cipta generasi lebih baik jakarta;Positif
jangan pancing emosi pak sabar sabar;Netral
nonton konser john legend anies tak hadir debat perdana pilgub dki baca lengkap cari digoogle;Negatif
nama nomor ganjil janggal jawab;Netral
dekat transparan inklusif pramono anung usaha bangun percaya masyarakat perintah langkah penting tuju jakarta lebih baik;Positif
pramono anung ambisi jadi tanding sepak bola festival olahraga lihat olahraga sarana raya sama harap tarik lebih banyak orang libat giat positif;Positif
paslon nomor urut dharma pongrekun kun wardana beberapa kali sampai program unggul getuk tular adab debat dua pilgub jakarta debat dua usung tema ekonomi sejahtera sosial;Netral
jogja turut saksi;Netral
isu lingkung hidup jadi sorot debat pilgub dki jakarta;Netral
langkah mdh menetukan masa dpn jkt datang tps bukan tpu buka kertas suara masuk;Positif
data sesat;Negatif
calon gubernur jakarta nomor urut pramono anung sambang diam aktivis ham saparinah sadli jl brawijaya kebayoran baru jakarta kamis pagi;Netral
makin lesat guys coblos no lebih baik;Positif
anggar janji kampanye sangat mungkin laksana;Negatif
neg pait yo rag ono sing milih makane dimanismaniske janji manis calon gubernur jateng;Negatif
aduh tanya soal didik pasang pak bibit keteter;Negatif
bandung jabar kaga maju ko maju jakarta surfei jeblok sampe minta endor mantan presiden joko widodo aku ajalaah visi misi jelas gk nista nabi gak rido;Negatif
pimpin pramono anung lihat sikap ragu interaksi langsung masyarakat contoh pimpin dekat rakyat siap jawab harap;Positif
debat lomba baca pidato kok noleh contek terus tanggap lord;Negatif
lama nih tele tele buru lah mulai;Negatif
pak pram hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat ayu ting ting jepang gen ppn sri mulyani;Netral
dharma kata paling krusial segera atas macet jakarta segera laku aksi nyata bukan diskusi perlu segera eksekusi bukan diskus kata dharma;Negatif
rido menang sekolah gratis;Positif
giat jadi salah satu langkah pramono rangkul komunitas lintas budaya erat sama dengar aspirasi masyarakat pramdol mnang mas pram bang doel;Positif
awokwok bapak dlu pernah ngefans sama makhluk pas pilgub dki inget banget sampe bangga bet make baju kotak merah liat doi debat tv cuman pas pilpres mulai not ni kok kampret masa baru tahun dki nyapres nafsu bener;Negatif
debatcagub nde mna bos;Netral
suasana aman jelang perdana selenggara malam pukul wib grand ballroom jakarta international expo jiexpo convention centre and theatre mayor jakarta pusat sumber foto antaraaprillio akbar;Netral
pagi songsong terbit matahari ngobrol soal kota jakarta masa depan mas pramono anung bang rano karno rumah tani lontong sayur kopi buat fery bikin cakap makin hangat senang;Positif
pramono anung sangat peduli kembang ruang publik kualitas sedia lebih banyak ruang buka hijau pramono cipta lingkung sehat segar masyarakat jakarta;Netral
tuju;Netral
debat pilgub dki besok dukung paslon maksimal orang;Netral
tanya soal tata kota didik pasang bissa gagal jawab tepat;Negatif
final aneh kata tanya undi kok moderator ngoreksi pas salah satu komunitas ngebacain drafted;Negatif
paslon gubernur dki jakarta nomor urut ridwan kamilsuswono sampai visi misi debat tiga pilgub dki jakarta dua beri adil warga dki jakarta salah satu hadir program renovasi rumah;Positif
orang punya prinsip layak jadi panutan jadi pimpin minggir mil;Positif
nih orang perlu ajar almarhum gus dur;Negatif
rano ngebanggain hasil badui banten pas pilih banten kok malah kalah;Netral
seru calon gubernur pramono anung sapa warga tempat unjung kawasan grogol selatan kebayoran lama jakarta selatan kamis;Netral
cawagub jakarta nomor urut kun wardana komitmen tingkat sejahtera guru cara usaha tingkat status guru jadi pegawai perintah janji kerja pppk;Positif
era jokowi tahun piye;Netral
air sumber hidup mas target akses air bersih hingga pilkada bukan pilih partai pilih gubernur bupati walikota;Positif
gak ktetern kq min cm pnelis ny ja sing luih sangar tanya soal didik pasang pak bibit keteter;Negatif
pen ngetweet kali tapiii;Netral
bahasa artikel kpu dki jakarta gelar debat perdana pilgub jakarta malam kemarin kacau;Negatif
dukung warga mang tunjuk betapa penting satu capai tuju sama pramono anung jadi jembatan semua komunitas jakarta;Positif
debat cagub mata najwa anies ahok debat soal kerja apbd koran nkri;Netral
pramono anung ajak seluruh masyarakat jakarta satu semangat satu sama lalu olahraga percaya bersamasama jakarta capai maju lebih besar;Positif
rantau mang bawa semangat gotong royong dukung pramono anung percaya kolaborasi antarwarga kunci cipta jakarta lebih baik;Positif
anies bukan salah pak gubernur;Netral
jujurly bangun giant sea wall sama sekali jawab masalah sosial ekonomi masyarakat pesisir calon pimpin jakarta kompak;Negatif
ingat coblos nomor pramdol mnang senin banteng wendy goty semi private prilly carok psht dian sastrowardoyo ppn sub indo;Positif
janda kaya kue cucur suswono pks;Negatif
reaksi pdip jokowi terangterangan dukung rk pilgub jakarta sinyal politik baru;Netral
dulu abah pilgub dki dukung partai pak biayain gratis sampe pak gemoy gadein tanah nya buat dana kampanye abah menang pas debat capres abah kasih nilai serang kerja pak prabowo ngemis cari partai watak mo laku;Negatif
ga paham sama langkah konkritnya ahy;Negatif
pramono anung komitmen kembang sumber daya manusia pasar minggu lalu latih program tingkat terampil dagang bantu kelola usaha lebih baik;Positif
well said pilkada bukan jakarta;Netral
amsj rupa kumpul lebih komunitas warga sunda jakarta nyata dukung mas bang deklarasi sekaligus ban ada klaim masyarakat sunda beri dukung;Positif
milih siapa deh baik;Netral
calon gubernur wakil gubernur jakarta nomor urut ridwan kamil suswono umum rencana cipta juta lapang kerja sampai visi misi debat dua pilkada jakarta;Negatif
pramono anung tegas penting transparansi perintah dukung komunitas mang makin kuat tekad cipta perintah bersih buka;Netral
cagub dki debat soal duduk;Netral
cinta antara gegara;Netral
jadi tauladan jadi pemimpinkalah argument kux nunjukin jempol bawah cln pimpin kaya perempuan;Negatif
lho jadi salah data gus;Netral
agus bagus lihat kalau latih;Positif
jawab djarot spesifikbedakan perempuan kaum perempuankalau jujur perlu tegas;Positif
siapa suku indonesia dukung ahok ahok uji salam jari;Netral
paslon wujud lahan hijau tambah caranyazz;Positif
paslon nomor darma kun baru buka dah belibet euy warga jakarta;Negatif
wkwkwkkkocak jangan ragu jangan bimbang coblos no;Positif
dukung rantau mang bentuk junjung tinggi nilai sama yakin sama pramono anung jakarta capai tuju lebih besar;Positif
rido menang;Netral
rantau mang satu suara aspirasi rakyat pramono anung dukung cermin harap masa depan lebih baik jakarta;Positif
survei baru pilgub dki jelang debat perdana siapa paling unggul;Netral
salah satu hebat kubu mas pram buat ahok anies dukung kurang kubu ridwan kamil mungkin terlalu sombong menang petinggi dukung kelas teri sibuk serang ahok anies pdhl orang ga pilkada;Negatif
lihat video singkat memang ridwan kamil fatanah;Netral
akusih tetep ahok salam jari;Positif
semua paslon dah tuju program mas bang tanda kemnangan tinggal selang wujud;Positif
panelis water harvesting anies kemendikbud jaman ranking bukan maksud sombong pak;Netral
calon gubernur jakarta nomor urut ridwan kamil gratis biaya badan selenggara jamin sosial bpjs hingga persen warga jakarta mampu;Positif
calon gubernur jakarta pramono anung yakin program pasang cctv jakarta tingkat awas waspada kurang tindak negatif bullying hingga selingkuh;Positif
sesi pertama janji kandidat paling mentep siapa coba;Netral
ngantuk pak hahaha sama;Netral
pasang pramono anungrano karno tutur keliling jakarta temu solusi atas banyak kampung kumuh;Positif
ojo ndelok zin omong bulshit kabeh tentu jawa timur cawagub;Negatif
atas turun daya beli duduk kelas tengah ridwansuswono terbit kamu kartu jakarta maju beri bansos tepat sasar diri sekolah perempuan maju;Positif
alhamdulillah;Positif
ohh debat pertama pilgub dki jkt baru tau;Netral
dharmakun bicara soal adab hingga potensi pandemi debat tiga pilgub dki;Netral
ridwan kamil mulia dagang kaki lima dapse;Positif
kalau pilih pimpin dasar rekam jejak orang waras pilih mas pram bang doel lah;Positif
mesin milik kuat elektoral besar seluruh wilayah jakarta satu pramono anung gabung kuat jadi gelombang dahsyat sumbang suara pilkada jakarta gelar rabu november datang;Positif
aparat terjun kawal debat pilgub dki malam;Netral
astaga calon gub percaya teori konspirasi mah coret langsung anjir kocag;Negatif
pepatah kata satu teguh cerai runtuh tanya siapa teguh orang mana teguh;Netral
pakde memang paling tenang kalau ngomong;Positif
tema angkat debat cagubcawagub banten putar dua;Netral
jumat berkah jumat jalan tuju menang buat mas pram bang doel;Positif
nah jawab tu kaya om djarot tanya a jawab a jangan menclok menclok;Positif
orang jawa tengah tonton tvone orang bal silah nyetel metrotv;Netral
abangkuu anak abah bareng ahokers gotong royong jaga suara pram doel jakarta me lewat;Positif
mas hadir acara temu jakarta catat masa depan jakarta ganara art space jakarta diskusi mas pram sorot penting kolaborasi perintah komunitas masyarakat songsong era baru;Positif
total sentimen elektabilitas psi publik ganjar pranowo bibit waluyo had prabowo;Netral
organisasi rawan bravo deklarasi dukung cagub jakarta nomor urut pramonorano karno ketua dewan bina bravo letjen tni purn sumardi kata dukung rupa perintah luhut pandjaitan selaku bina bravo;Positif
renovasi pasar minggu pramono anung rencana kembang sektor wisata kuliner tampil bagai makan lokal lezat pasar tarik wisatawan tingkat dapat dagang;Positif
pasca debat pilkada dki kemarin tentu pilih;Netral
berita tarik jumat berkah moga mas pram bang doel menang satu putar perintah luhut rawan bravo deklarasi dukung pramonorano karno;Positif
projo pro judi online resmi dukung rk hasil rengek jokowi rido habis dukung jakarta ga rido anies sore darius ppn bahlil csat hun pink sc ivan kebo parker;Negatif
pramono anung hadir acara bedah buku uji visi misi program calon gubernur jakarta universitas negeri jakarta kamis;Netral
pasang calon gubernur calon wakil gubernur jakarta nomor urut dharmakun percaya diri hadap debat dua pilkada jakarta khusus soal ekonomi;Positif
pilkada jkt jadi sejarah demokrasi paling noda gera pilih cagub jkt coblos semua kandidat wujud bukan pimpin pilih aspirasi warga pimpin pilih elit politik oligarki pen;Negatif
jakarta kota gu  berpelukaaaann jkt tnp rk;Netral
pasang calon gubernur calon wakil gubernur dki jakarta nomor urut tiga pramono anungrano karno atas macet beri mudah sarana transportasi umum;Positif
makna style rido malam;Netral
ikut alas pramono anung kena urus kjp kelola camat bukan rawa bunga;Netral
simak tema lokasi hingga panelis debat perdana pilgub dki jakarta;Netral
moga panggung pilgub dki jakarta segar muncul anies ahok tantang ridwan ideal tiga orang punya pasang masingmasing makin seru debat;Positif
debat dua calon gubernur wakil gubernur jakarta hari minggu oktober tiga paslon hadir kostum debat andal masingmasing kirakira alas balik pilih outfit tiga;Positif
debat anget banget chill out cuy;Netral
cuma doank ga sih gak ngerti sama dilakuin paslon;Negatif
lah coba mas pramono ngakui hebat imajinasi pimpin bang ridwan kamil pimpin bandung;Positif
pramono anung target selesai pipanisasi jakarta persen baru persen;Netral
dukung rantau mang tunjuk kuat agam percaya beda kaya kuat jakarta bawah pimpin pramono anung;Positif
penting program cctv mas pram bang doel;Positif
paslon hidup pak anies hail djarot;Netral
gugup;Netral
moga jawab singkat karena batas waktu paham warga jakarta;Netral
tiga pasang calon gubernur wakil gubernur dki jakarta hadir lokasi acara debat pilgub jakarta jiexpo mayor minggu malam kompak kena busana warna putih paslon nomor urut dharma pongrekunkun wardana tiba lebih;Netral
debat pilgub jatim besok rek bakal luweh seru timbangane dki ikiii;Netral
jokowi baik baik jujur jakarta butuh pimpin jujur nyala pramono anungrano karno pilih baik jakarta;Positif
dukung kuat warga mang optimisme tingkat pramono anung menang pilgub jakarta dukung cermin harap tinggi masa depan;Positif
bravo salam jari;Positif
paslon kreatif apung kota mana solusi presentasi;Positif
hadap debat siap baik katakata;Netral
cukup panas debat malam sedikit bukti siapa pantas pimpin jakarta;Netral
ridwan kamil jual nama presiden pilkada pramono politik rasional;Netral
pramono anung milik visi jelas pariwisata jakarta integrasi budaya olahraga jadi bintang persija ikon harap tingkat daya tarik wisata kota signifikan;Positif
sayang sekali;Negatif
prabowo puas rasa salah pilih sandi ga pernah nyoblos koq dah puas pak wo wkwkwkwk;Netral
akhirnyaaa jg ngetwit gak bahas debatcagub terimakasih tuhaan;Negatif
duet ekotina moderator malam kurang seru debat lancar si biasa;Positif
visi misi jelas kok siapa lebih tepat pimpin jakarta;Netral
enggak nonton debat pilgub dki tahu bakal menang masuk jateng jatim banten sumut;Negatif
n o r a k;Negatif
jelang mungut suara pmj nilai mayoritas warga muhammadiyah jakarta solid dukung pramonorano ari anggap mampu wakil aspirasi nilainilai jalan muhammadiyah;Positif
paslon serang terus sama tetangga belah arti paslon paling hebat dong d;Negatif
ridwan kamil punya dki desentralisasi kolaborasi inovasi i;Positif
gemar sepak bola pramono anung tunjuk semangat dukung timnas indonesia meski aku kalah belum tetap harap menang tanding datang;Positif
giant mangrove wall misi visi milik mas pram bang doel pramdoel mnang wendy anies jepang;Netral
komitmen ahok lawan adil sosial pns kkn singkir semua rakyat bos;Positif
pilih amanah pramdoel;Netral
cagub jakarta nomor pramono anung tegas komitmen laku gusur pilih jadi gubernur jakarta;Netral
debat pilgub dki saling kritik kata amat politik cawagubdki;Netral
ahok djarot vote bawah like coment gimana kalian dukung ahok djarot;Positif
hari tuju coblos makin semangat makin nyala sama mas pram bang doel;Positif
semangat slm jari sulawesi pilkada rasa pilpres;Positif
rido program anggar rp miliar masingmasing seluruh wilayah jakarta;Netral
santun mas pramono;Positif
kurang macet jakarta paslon nomor urut ridwan kamilsuswono kurang gera terap work from home gilir kerja bagai industri efektif;Netral
rencana renovasi pasar minggu pramono anung tingkat kualitas layan beri dagang fasilitas lebih baik dagang beri alam belanja lebih muas konsumen;Positif
lebih manusiawi benar salah menang pilkada;Positif
debat pamungkas kelas tak lupa pandu acara ira koesno bikin acara bikin greget;Positif
live twit debat cagubcawagub provinsi banten;Netral
dukung pramono anung rantau mang tunjuk semangat masa depan cerah jakarta yakin satu semua impi wujud;Positif
ken sih ga komen tpi ga tahaankenapa mas agus gaya bubble trouble;Negatif
jadi kalo tanya tinggal kantor lurah nih;Netral
pramono doel siap bawa jakarta nyala pemperkuat jakarta terobos baru wisata religi taman jam hingga solusi polusi;Positif
keren banget  video keren  mas pramnya keren  tim content creatornya keren  solusi atas jakarta keren eh mobil curhat masuk video;Positif
pramono fokus lanjut program langkah penting pasti semua bijak milik dampak jangka panjang;Positif
direktur eksekutif charta politika yunarto wijaya nilai temu sebut jadi bukti mas pram satu kuat besar jakarta rawan ahok ahokers rawan anies anak abah;Positif
gerombol kim akhir perlahan mulai runtuh modal pondasi kuat koalisi pragmatis yakin awal gak umur panjang jadi makin yakin kan bikin coblos no;Negatif
jawab pramono usai doa dharma jadi presiden debat pilgub dki;Netral
pdip sebut debat ahokdjarot tampil program bumi via;Netral
pramono anung sapa warga kawasan cipete selatan jakarta selatan pramono dengar aspirasi jelas jumlah program tawar solusi atas jumlah tantang hadap warga jakarta mas pram bang doel;Positif
organisasi rawan bravo deklarasi dukung cagubcawagub jakarta nomor urut pramono anungrano karno ketua dewan bina bravo letjen tni purn sumardi kata dukung rupa perintah luhut pandjaitan selaku bina bravo;Positif
siar ulang;Netral
kalo kate warge ato akamsi sih kompor baru diangetin minyak baru masuk;Netral
program baru pasang baik rilis malam debat dua;Netral
malah ira koesno masuk tt;Netral
calon gubernur jakarta nomor urut ridwan kamil janji beri kopi gratis generasi gen kerja rumah wfh ridwan kamil banyak coworking sewa gratis buat gen jakarta saksi;Positif
closing oke paslon djarot lengkap ahok spy ahok lengkap jokowi;Positif
hahahaagus lugu bocorin taktik no hahahha kasihan deh ahokdjarot bully terusnih;Negatif
its wrap udah tau lah feb pilih siapa;Netral
mpok silvi bisa nyindir pak aniessendirinya malah parah kelas sama ibu nyinyir;Negatif
debat malam ga mutu ms lebih bagus acara debat pandu;Negatif
paslon jawab jelas duhhh ide kreatif papar ide bya;Positif
tiga orang hebat satu jadi anies baswedan mas pram bang doel satu jadi keyword positif medsos anies timnasday;Positif
nonton jatim mana suaranyaaa;Netral
cek fakta agus harimurti yudhoyono pantau terus;Netral
ds bgmaina mrumuskn mmbuat kua pphs sukt akn mmbuat baik msuk akal netizencaranya;Negatif
yahhhh kok bahas pas jadi kemendigbud padahal hasil ga ujung pecat;Positif
target pipanisasi selesai pasal perda ada air bersih lansir lalu;Netral
tema moderator debat tiga pilkada dki;Netral
agus sedia rem;Negatif
cawagub jakarta nomor urut rano karno sebut benah kampung orang banten yakin benah kampung sendiri sampai debat calon gubernur wakil gubernur jakarta hari;Negatif
bantu anak anjing;Negatif
debatcagub malut metro tv ahm salah bicara cuplik visi sebut berantas korupsi akhir lurus wakil;Negatif
survei baru ppi tren elektabilitas pasang calon gubernurwakil gubernur jakarta mulai lihat siapa pilih;Positif
menang satu putar;Positif
mantan gubernur dki jakarta anies baswedan tonton konser john legend anies rencana tonton debat perdana pilgub dki jakarta tahu lewat unggan x pribadi minggu tampak anies unggah buah video x;Netral
agus yakin tata kota baik inti good well tanya cara pak;Negatif
cagub jakarta nomor urut rk beri tanya cawagub jakarta nomor urut rano karno rk tanya alas indeks bangun manusia banten rano pimpin malah turun;Negatif
fokus daya usaha lokal pramono anung usaha kuat ekonomi jakarta utama warga mang milik banyak potensi;Positif
momen ridwan kamil senyamsenyum dengar jawab dharma pongrekun debat pilgub dki jakarta pramono anung agus harimurti yudhoyono bahrain kapolres boyolali istri lord rangga;Positif
anyhow walopun kang emil jelas dukung grup presiden gaya bicara retorika teoritis ngawangnya mirip pak prabowo tuh malah cagub no alias pak dharma emosional jg sempet tinggi nada suara berapiapi topik tentu;Positif
tunggu mas virzha nyanyi;Netral
judul dharma pongrekun jadi pusat perhati tertawa debat perdana pilgub dki jakarta;Negatif
moment calon gubernur hadir diskusi gera pilih cerdas pilkada dki jakarta ada forum sama ikat cendekiawan muslim indonesia dki gedung temu sasana pakarti pancoran jakarta selatan;Netral
tani once mekel pramono anung sapa warga grogol selatan kebayoran lama jakarta selatan jakarta calon gubernur jakarta nomor urut pramono anung sapa warga simprug grogol jakarta selatan tani once mekel;Netral
pramono anung komitmen jalan perintah transparan penting bangun percaya masyarakat pimpin;Positif
mas prambang doel bentuk pasu putih layan medis gratis pintu pintu warga butuh terus laku dua jabat gubernur jakarta mo nungguin mobil curhat keburu metong;Negatif
polisi siaga aman debat pilgub dki hari;Positif
pramono anung komitmen tingkat kualitas transportasi umum jakarta transportasi lebih baik mobilitas masyarakat makin lancar;Positif
mohon sabar uji;Positif
calon gubernur pramono anung hadir talkshow radio campursari jakarta nyala gor mandala ain jakarta timur senin pramdol mnang mas pram bang doel;Netral
hari hari depan twitter bahas;Netral
timsesnya had prabowo ndak siapin konsep had sprti orng ajak bobo;Negatif
kang emil korupsi;Negatif
anies baswedan pagi songsong terbit matahari ngobrol soal kota jakarta masa depan mas pramono anung bang rano karno rumah tani lontong sayur kopi buat fery bikin cakap makin hangat senang;Positif
ininih pimpin paling tunggu warga jakarta;Positif
siang tadi mas pram sapa ratus warga kawasan cipinang besar utara jaktim dengar aspirasi sampai bagai program jawab tantang hadap warga jakarta;Negatif
sg recommended sopo dedraono sg ngerti aku jelas sih gak bakal milih incumbent dipilkada jateng;Negatif
pasang calon gubernur calon wakil gubernur dki jakarta nomor urut tiga pramono anungrano karno dapat retribusi sampah tak perlu provinsi dki jakarta;Negatif
anak abah mana suaranyaa;Netral
oohhternyata kali yaa kang kamil sering ketemu eks bekas mantan presiden ituh kagak kayak mas pram bang doel selalu liat riang gembira gituuh coblos no jkt tnp rk pramrano paes anak abah carok;Negatif
debat kandidat ahok baik katakatanya;Positif
debat cagub;Netral
pramono anung paham penting pasar tradisional hidup masyarakat jakarta rencana renovasi pasar minggu tunjuk harga waris budaya ekonomi lokal;Netral
pilih bukti berantas korupsi;Positif
pramono dorong agam ekonomi jakarta masuk usaha kecil tengah dukung tepat pramono cipta peluang semua rakyat jakarta;Positif
dharma pongrekun tertawa tim rk debat perdana pilgub dki jakarta ridwan kamil pramono anung debat pilgub dki jakarta sdm rendah lord rangga gus baha war is over agus harimurti yudhoyono;Negatif
naik gaji guru paud kali lipat jakarta utama didik;Positif
